,0
121,1.3825088739395142
122,1.4411530494689941
123,1.4807058572769165
124,1.394965410232544
125,1.4148907661437988
126,1.4112576246261597
127,1.4901020526885986
128,1.4284592866897583
129,1.421806812286377
130,1.4108693599700928
131,1.443774700164795
132,1.423047661781311
133,1.3936659097671509
134,1.4182875156402588
135,1.440056562423706
136,1.409375548362732
137,1.3968088626861572
138,1.4016237258911133
139,1.4369666576385498
140,1.345113754272461
141,1.4213536977767944
142,1.4298300743103027
143,1.4010792970657349
144,1.376861810684204
145,1.3875218629837036
146,1.2914402484893799
147,1.4141179323196411
148,1.3726974725723267
149,1.38043212890625
150,1.3850457668304443
151,1.3980025053024292
152,1.4209599494934082
153,1.3582843542099
154,1.3679555654525757
155,1.3394149541854858
156,1.4137439727783203
157,1.363278865814209
158,1.346091628074646
159,1.3670718669891357
160,1.3388633728027344
161,1.3169478178024292
162,1.3505464792251587
163,1.3693931102752686
164,1.3102654218673706
165,1.3411649465560913
166,1.3023899793624878
167,1.355458378791809
168,1.3212146759033203
169,1.3639260530471802
170,1.3079135417938232
171,1.3559374809265137
172,1.2583812475204468
173,1.3198282718658447
174,1.3587088584899902
175,1.3267024755477905
176,1.3368990421295166
177,1.3419458866119385
178,1.356879472732544
179,1.3326025009155273
180,1.339611530303955
181,1.35030198097229
182,1.3325109481811523
183,1.3748033046722412
184,1.3734605312347412
185,1.334072470664978
186,1.2555397748947144
187,1.322867751121521
188,1.3144961595535278
189,1.385263442993164
190,1.3303653001785278
191,1.3073945045471191
192,1.3545260429382324
193,1.3529808521270752
194,1.3208032846450806
195,1.286402940750122
196,1.3469936847686768
197,1.3982681035995483
198,1.2312147617340088
199,1.308135747909546
200,1.3192291259765625
201,1.2573641538619995
202,1.3194540739059448
203,1.2212517261505127
204,1.281766653060913
205,1.323259711265564
206,1.274569034576416
207,1.2996153831481934
208,1.3081644773483276
209,1.3182549476623535
210,1.3014835119247437
211,1.3253569602966309
212,1.2962148189544678
213,1.3376628160476685
214,1.2998968362808228
215,1.2780605554580688
216,1.3053241968154907
217,1.263556718826294
218,1.2464462518692017
219,1.2738317251205444
220,1.2944952249526978
221,1.289144515991211
222,1.2830315828323364
223,1.3228846788406372
224,1.2867233753204346
225,1.2930940389633179
226,1.2885881662368774
227,1.2653506994247437
228,1.321904182434082
229,1.25491201877594
230,1.2719719409942627
231,1.2587467432022095
232,1.2742016315460205
233,1.2370691299438477
234,1.252148151397705
235,1.2609102725982666
236,1.2771501541137695
237,1.2467942237854004
238,1.2674018144607544
239,1.3061461448669434
240,1.2234452962875366
241,1.2324522733688354
242,1.2898434400558472
243,1.2692341804504395
244,1.2587810754776
245,1.2862162590026855
246,1.2218701839447021
247,1.2639482021331787
248,1.2360860109329224
249,1.2458319664001465
250,1.2878260612487793
251,1.251244306564331
252,1.2781975269317627
253,1.2264924049377441
254,1.217226266860962
255,1.2279052734375
256,1.1801819801330566
257,1.2625248432159424
258,1.2469379901885986
259,1.2076860666275024
260,1.3025107383728027
261,1.2341029644012451
262,1.2296042442321777
263,1.2456109523773193
264,1.2079215049743652
265,1.2197542190551758
266,1.251651644706726
267,1.22417151927948
268,1.2175928354263306
269,1.2480727434158325
270,1.2362929582595825
271,1.2515374422073364
272,1.2387531995773315
273,1.2099570035934448
274,1.1741164922714233
275,1.239351511001587
276,1.2279503345489502
277,1.291327953338623
278,1.2675741910934448
279,1.2020596265792847
280,1.244909644126892
281,1.1984511613845825
282,1.2383118867874146
283,1.2235461473464966
284,1.1842726469039917
285,1.1720765829086304
286,1.207022786140442
287,1.210837483406067
288,1.1600852012634277
289,1.192879557609558
290,1.2203046083450317
291,1.1784968376159668
292,1.2358613014221191
293,1.2169990539550781
294,1.2088899612426758
295,1.1304547786712646
296,1.1794483661651611
297,1.1794501543045044
298,1.1507275104522705
299,1.2163349390029907
300,1.1460908651351929
301,1.2216558456420898
302,1.1645948886871338
303,1.1702227592468262
304,1.183699131011963
305,1.2036794424057007
306,1.1826382875442505
307,1.1623072624206543
308,1.1563993692398071
309,1.1896299123764038
310,1.198518991470337
311,1.167533278465271
312,1.235972285270691
313,1.1755677461624146
314,1.1823318004608154
315,1.1368980407714844
316,1.1771005392074585
317,1.1641912460327148
318,1.2044885158538818
319,1.1629515886306763
320,1.1671191453933716
321,1.1511328220367432
322,1.172738790512085
323,1.1288881301879883
324,1.125899314880371
325,1.1609560251235962
326,1.1356542110443115
327,1.1324965953826904
328,1.2051620483398438
329,1.1232566833496094
330,1.1530742645263672
331,1.1530216932296753
332,1.1732120513916016
333,1.1524550914764404
334,1.1474231481552124
335,1.1129835844039917
336,1.1274076700210571
337,1.1942425966262817
338,1.1083643436431885
339,1.1610612869262695
340,1.1302647590637207
341,1.1457122564315796
342,1.176154375076294
343,1.1679953336715698
344,1.1497023105621338
345,1.1296309232711792
346,1.1179428100585938
347,1.1565649509429932
348,1.1454312801361084
349,1.2079144716262817
350,1.1030243635177612
351,1.1056519746780396
352,1.1271462440490723
353,1.1251016855239868
354,1.2276970148086548
355,1.1898300647735596
356,1.0679497718811035
357,1.1243034601211548
358,1.1783825159072876
359,1.1007544994354248
360,1.184718370437622
361,1.133505940437317
362,1.0927196741104126
363,1.1281594038009644
364,1.1111903190612793
365,1.1831347942352295
366,1.085203766822815
367,1.1432228088378906
368,1.160391092300415
369,1.1280221939086914
370,1.107007384300232
371,1.1562237739562988
372,1.1301349401474
373,1.1324902772903442
374,1.0980939865112305
375,1.1448819637298584
376,1.115189790725708
377,1.1169289350509644
378,1.1145894527435303
379,1.1702197790145874
380,1.1272380352020264
381,1.0926321744918823
382,1.0757522583007812
383,1.1620168685913086
384,1.0855286121368408
385,1.1368051767349243
386,1.0940662622451782
387,1.097941517829895
388,1.099099040031433
389,1.0662736892700195
390,1.0744774341583252
391,1.0639020204544067
392,1.0878362655639648
393,1.0991530418395996
394,1.0770882368087769
395,1.0988982915878296
396,1.0733168125152588
397,1.0621435642242432
398,1.0962308645248413
399,1.0629032850265503
400,1.1101983785629272
401,1.0657029151916504
402,1.0948714017868042
403,1.125386118888855
404,1.101068139076233
405,1.0754200220108032
406,1.0868388414382935
407,1.0840575695037842
408,1.0726639032363892
409,1.066014289855957
410,1.1002949476242065
411,1.0712857246398926
412,1.0533188581466675
413,1.0104610919952393
414,1.0510103702545166
415,1.0938823223114014
416,1.1151156425476074
417,1.079163670539856
418,1.0638601779937744
419,1.0869501829147339
420,1.0847901105880737
421,1.0449235439300537
422,1.0708842277526855
423,1.0349180698394775
424,1.0417605638504028
425,1.0409811735153198
426,1.0531381368637085
427,1.0881226062774658
428,1.1029244661331177
429,1.0953867435455322
430,1.102128267288208
431,1.0607290267944336
432,1.0858113765716553
433,0.9889010787010193
434,1.0598289966583252
435,1.0384408235549927
436,1.0454883575439453
437,1.0668022632598877
438,1.0186759233474731
439,1.0558478832244873
440,1.081355094909668
441,1.0837821960449219
442,1.0368682146072388
443,1.0827431678771973
444,1.1050528287887573
445,1.0443000793457031
446,1.0831440687179565
447,1.0208384990692139
448,1.0363606214523315
449,1.0660687685012817
450,1.004223108291626
451,1.0500715970993042
452,1.038856863975525
453,1.0644830465316772
454,1.064730167388916
455,1.0685921907424927
456,1.0636587142944336
457,1.0062329769134521
458,1.0762509107589722
459,1.0787208080291748
460,1.0474143028259277
461,1.0545458793640137
462,1.0283740758895874
463,1.0569015741348267
464,0.9967724680900574
465,1.0255727767944336
466,1.0714131593704224
467,1.0915297269821167
468,1.004787802696228
469,0.9895548224449158
470,1.0594080686569214
471,1.0315479040145874
472,1.0311822891235352
473,0.9899933338165283
474,1.0245027542114258
475,1.0483003854751587
476,1.0323389768600464
477,1.0326992273330688
478,1.045121192932129
479,1.027754306793213
480,1.0411596298217773
481,0.9807818531990051
482,1.0080242156982422
483,1.0078141689300537
484,1.023103952407837
485,0.9946755766868591
486,1.0094542503356934
487,1.0373097658157349
488,1.0096616744995117
489,1.0277795791625977
490,1.0336230993270874
491,0.9968931078910828
492,1.0040349960327148
493,1.0348485708236694
494,1.010698676109314
495,1.0245951414108276
496,0.9828113913536072
497,1.0069079399108887
498,1.0067533254623413
499,1.016912579536438
500,0.9886353015899658
501,0.9727219939231873
502,0.9935926198959351
503,1.0099025964736938
504,0.9916980266571045
505,0.9913843274116516
506,1.0268573760986328
507,0.9887998700141907
508,0.9929459691047668
509,1.0481399297714233
510,0.9682271480560303
511,1.0064096450805664
512,0.9815251231193542
513,1.0164358615875244
514,0.9740274548530579
515,0.9803796410560608
516,1.025625228881836
517,0.9706416726112366
518,1.0115876197814941
519,1.002785325050354
520,1.0055254697799683
521,1.0166038274765015
522,1.0511082410812378
523,0.9641981720924377
524,0.9989684224128723
525,1.031092882156372
526,1.0027180910110474
527,0.9553489089012146
528,0.9839727878570557
529,0.9901049733161926
530,1.0237104892730713
531,1.007749319076538
532,0.995884895324707
533,0.9648096561431885
534,0.9331789016723633
535,0.9778056144714355
536,1.0140559673309326
537,1.0068062543869019
538,1.0079196691513062
539,0.9826444983482361
540,0.9808427691459656
541,0.9695207476615906
542,0.9966791868209839
543,1.03196120262146
544,0.9920851588249207
545,0.9984592199325562
546,0.9794797897338867
547,0.9858835935592651
548,0.9692649841308594
549,0.9671112895011902
550,0.989093542098999
551,0.9932680726051331
552,0.9798765182495117
553,0.9805818796157837
554,0.9562438726425171
555,0.9628404974937439
556,0.9419124722480774
557,0.9625831246376038
558,0.9729083180427551
559,0.9579420685768127
560,0.9312382340431213
561,0.9470027685165405
562,0.9602659940719604
563,0.9501227736473083
564,0.9992698431015015
565,1.0288628339767456
566,0.9650618433952332
567,0.9577490091323853
568,0.9747693538665771
569,0.9946368336677551
570,0.9423340559005737
571,1.0085445642471313
572,0.9718223214149475
573,0.967804491519928
574,0.9609898328781128
575,0.9426088333129883
576,0.9720759391784668
577,0.9343662858009338
578,0.9632912874221802
579,0.9532600045204163
580,0.9293516874313354
581,0.9612860679626465
582,0.924328625202179
583,0.9827274680137634
584,0.9683698415756226
585,0.9225796461105347
586,0.9819211959838867
587,0.9676290154457092
588,0.9529428482055664
589,0.931975781917572
590,0.9323213696479797
591,0.9574189782142639
592,0.9351947903633118
593,0.9693708419799805
594,0.933093249797821
595,0.9137573838233948
596,0.9233697652816772
597,0.9440372586250305
598,0.9769087433815002
599,0.9639599919319153
600,0.9437313675880432
601,0.9814510941505432
602,0.9306644797325134
603,0.9251573085784912
604,0.9546635746955872
605,0.9268859624862671
606,0.9362366795539856
607,0.9475271701812744
608,0.9068875312805176
609,0.9249002933502197
610,0.9317567944526672
611,0.9157441854476929
612,0.9048445224761963
613,0.958366870880127
614,0.944613516330719
615,0.9104562401771545
616,0.9036870002746582
617,0.9261290431022644
618,0.9564076066017151
619,0.9375315308570862
620,0.930862545967102
621,0.9056540131568909
622,0.9540855884552002
623,0.9247964024543762
624,0.9313775300979614
625,0.9231355786323547
626,0.917186439037323
627,0.9311806559562683
628,0.9317532777786255
629,0.9303973913192749
630,0.9200565218925476
631,0.9483630061149597
632,0.9365624785423279
633,0.9169660806655884
634,0.9181920289993286
635,0.9508447647094727
636,0.9036069512367249
637,0.8871937394142151
638,0.8854348063468933
639,0.892350971698761
640,0.9178844094276428
641,0.9091000556945801
642,0.9108932614326477
643,0.9134364128112793
644,0.8944910764694214
645,0.9089301228523254
646,0.9540420174598694
647,0.8990077972412109
648,0.9209069013595581
649,0.9052814841270447
650,0.8872897624969482
651,0.9232724905014038
652,0.9121013879776001
653,0.9228531122207642
654,0.8880455493927002
655,0.903408408164978
656,0.8897370100021362
657,0.9492126107215881
658,0.8851202130317688
659,0.8997357487678528
660,0.8852192163467407
661,0.9323468804359436
662,0.8891962170600891
663,0.8962209224700928
664,0.8802530169487
665,0.8785646557807922
666,0.9507715106010437
667,0.8816336989402771
668,0.9021657705307007
669,0.9110828042030334
670,0.8844540119171143
671,0.8780958652496338
672,0.8834090232849121
673,0.8787733912467957
674,0.91068035364151
675,0.9102321863174438
676,0.8820053935050964
677,0.8855443596839905
678,0.9099971055984497
679,0.9046623110771179
680,0.8945745825767517
681,0.8968904614448547
682,0.8836975693702698
683,0.871594250202179
684,0.8984767198562622
685,0.8782826066017151
686,0.9066198468208313
687,0.8952270746231079
688,0.8681267499923706
689,0.8661250472068787
690,0.9209438562393188
691,0.8840354681015015
692,0.8793385624885559
693,0.8604148030281067
694,0.8934171795845032
695,0.8878313899040222
696,0.8648777008056641
697,0.8884900808334351
698,0.8790367245674133
699,0.9048483967781067
700,0.8331721425056458
701,0.8881688714027405
702,0.8882748484611511
703,0.8553159236907959
704,0.870004415512085
705,0.8986042141914368
706,0.8631563782691956
707,0.8816312551498413
708,0.8418117761611938
709,0.8530910015106201
710,0.8650994896888733
711,0.8721699714660645
712,0.8464295864105225
713,0.8494074940681458
714,0.8425195217132568
715,0.8673256635665894
716,0.8574441075325012
717,0.8705512881278992
718,0.8543800711631775
719,0.8929575681686401
720,0.838646411895752
721,0.8663711547851562
722,0.8305320143699646
723,0.8330695033073425
724,0.8688607811927795
725,0.8947184681892395
726,0.8466063141822815
727,0.8682897686958313
728,0.8622968792915344
729,0.8730527758598328
730,0.8585521578788757
731,0.8748295307159424
732,0.8734817504882812
733,0.8551004528999329
734,0.8968482613563538
735,0.8880486488342285
736,0.8517577052116394
737,0.8687552213668823
738,0.8483225703239441
739,0.8715994954109192
740,0.843004584312439
741,0.8686395883560181
742,0.8380756974220276
743,0.8678712844848633
744,0.8800565600395203
745,0.8496318459510803
746,0.8339759707450867
747,0.832493007183075
748,0.8264241218566895
749,0.8767140507698059
750,0.8694373369216919
751,0.8690549731254578
752,0.8434149622917175
753,0.8400779366493225
754,0.8346266746520996
755,0.8736568689346313
756,0.8263485431671143
757,0.8569637537002563
758,0.8444162011146545
759,0.8736248016357422
760,0.8581850528717041
761,0.818400502204895
762,0.8248339891433716
763,0.8103818297386169
764,0.8633175492286682
765,0.8086695075035095
766,0.8339743614196777
767,0.8317766785621643
768,0.8440543413162231
769,0.8337387442588806
770,0.8597976565361023
771,0.8217876553535461
772,0.8328359127044678
773,0.8323821425437927
774,0.8418505787849426
775,0.855095624923706
776,0.8181105256080627
777,0.8372220396995544
778,0.8524422645568848
779,0.8451395034790039
780,0.8484994173049927
781,0.8327690958976746
782,0.8842656016349792
783,0.8198712468147278
784,0.8268153667449951
785,0.8595624566078186
786,0.8389299511909485
787,0.8203718662261963
788,0.838347852230072
789,0.8358598947525024
790,0.8284440636634827
791,0.8583664894104004
792,0.825154185295105
793,0.864010751247406
794,0.8063639402389526
795,0.8123999834060669
796,0.8558624982833862
797,0.8533641695976257
798,0.8112135529518127
799,0.8255969285964966
800,0.8147838711738586
801,0.8277144432067871
802,0.8360540270805359
803,0.8326176404953003
804,0.8310943245887756
805,0.8208441734313965
806,0.8089099526405334
807,0.8085404634475708
808,0.8050302863121033
809,0.7962905168533325
810,0.8128048777580261
811,0.8387540578842163
812,0.8304384350776672
813,0.81186842918396
814,0.8272107839584351
815,0.8149544596672058
816,0.8539283871650696
817,0.8374576568603516
818,0.809566855430603
819,0.8142383098602295
820,0.8044546842575073
821,0.8381783366203308
822,0.7949837446212769
823,0.8195288181304932
824,0.8107835054397583
825,0.7988196015357971
826,0.8158122301101685
827,0.8563709259033203
828,0.8259758949279785
829,0.767734169960022
830,0.7898435592651367
831,0.7944470047950745
832,0.8240435123443604
833,0.8099479675292969
834,0.8166933655738831
835,0.7893974184989929
836,0.8268905282020569
837,0.8090871572494507
838,0.7772040367126465
839,0.8035516142845154
840,0.8229398727416992
841,0.8089277744293213
842,0.797787606716156
843,0.7924693822860718
844,0.8052713871002197
845,0.8094104528427124
846,0.769558310508728
847,0.8442007303237915
848,0.7984815239906311
849,0.8150380849838257
850,0.806829035282135
851,0.8346610069274902
852,0.788116991519928
853,0.793751060962677
854,0.8044294118881226
855,0.8028608560562134
856,0.8169252872467041
857,0.7964499592781067
858,0.816523015499115
859,0.7845430374145508
860,0.7650575041770935
861,0.781786322593689
862,0.7835044860839844
863,0.804076075553894
864,0.7713672518730164
865,0.8091447949409485
866,0.8078722953796387
867,0.7813544869422913
868,0.7798190712928772
869,0.7782559990882874
870,0.7858326435089111
871,0.7769161462783813
872,0.7923726439476013
873,0.824743390083313
874,0.811348557472229
875,0.7731457352638245
876,0.8045910000801086
877,0.775754451751709
878,0.7863651514053345
879,0.7782931327819824
880,0.7914963364601135
881,0.7836338877677917
882,0.8272920250892639
883,0.7860056161880493
884,0.7745985984802246
885,0.7879781723022461
886,0.8156502842903137
887,0.801734209060669
888,0.8224233388900757
889,0.7925670146942139
890,0.7700796723365784
891,0.7721567749977112
892,0.7688043713569641
893,0.7511870265007019
894,0.7765311002731323
895,0.7899604439735413
896,0.774133563041687
897,0.772127628326416
898,0.7619627118110657
899,0.7837888598442078
900,0.7480741739273071
901,0.7850428223609924
902,0.809558093547821
903,0.7750278115272522
904,0.7539651393890381
905,0.7491549253463745
906,0.7846529483795166
907,0.7667281031608582
908,0.7596244215965271
909,0.7854323387145996
910,0.7831637263298035
911,0.767589807510376
912,0.7771502733230591
913,0.771591305732727
914,0.7670702934265137
915,0.7712866067886353
916,0.7544119358062744
917,0.761034369468689
918,0.7882178425788879
919,0.760818600654602
920,0.7936448454856873
921,0.7538758516311646
922,0.7740669846534729
923,0.7760428786277771
924,0.7330693602561951
925,0.7382818460464478
926,0.7778481245040894
927,0.7781866788864136
928,0.7579488158226013
929,0.7615118622779846
930,0.7712423205375671
931,0.7434394359588623
932,0.7610424757003784
933,0.751392662525177
934,0.7454376220703125
935,0.7894612550735474
936,0.7656692862510681
937,0.776515007019043
938,0.7628728747367859
939,0.7452587485313416
940,0.7690529227256775
941,0.7700088024139404
942,0.7617419958114624
943,0.7923359274864197
944,0.7719162106513977
945,0.7586265206336975
946,0.7408726215362549
947,0.7624794244766235
948,0.7331001162528992
949,0.757947564125061
950,0.7428506016731262
951,0.7321386337280273
952,0.7622129321098328
953,0.7458179593086243
954,0.7583734393119812
955,0.7326866388320923
956,0.746485710144043
957,0.7604732513427734
958,0.7468175888061523
959,0.7631087303161621
960,0.7273810505867004
961,0.7690176367759705
962,0.750728189945221
963,0.751304030418396
964,0.7546013593673706
965,0.7503737211227417
966,0.7385976314544678
967,0.7491306662559509
968,0.7556810975074768
969,0.7314705848693848
970,0.7559323310852051
971,0.7461549639701843
972,0.7428580522537231
973,0.7724390625953674
974,0.7595490217208862
975,0.7501834034919739
976,0.7539301514625549
977,0.7310754656791687
978,0.7482025027275085
979,0.7521587014198303
980,0.7423431873321533
981,0.7133942246437073
982,0.7389172315597534
983,0.7393220067024231
984,0.7646823525428772
985,0.7451376914978027
986,0.7288106679916382
987,0.747948944568634
988,0.7487203478813171
989,0.7308381795883179
990,0.7411549687385559
991,0.745457649230957
992,0.7323316931724548
993,0.7420446872711182
994,0.7329534292221069
995,0.6841689944267273
996,0.7210652828216553
997,0.6945432424545288
998,0.7228358387947083
999,0.7616990208625793
1000,0.7593938708305359
1001,0.6972059011459351
1002,0.7364018559455872
1003,0.7403106093406677
1004,0.7235110998153687
1005,0.7242056131362915
1006,0.7381120324134827
1007,0.7338078022003174
1008,0.716576874256134
1009,0.7184896469116211
1010,0.7296519875526428
1011,0.7238031029701233
1012,0.7419937252998352
1013,0.7277916073799133
1014,0.7542349696159363
1015,0.7395318746566772
1016,0.7292205095291138
1017,0.7320540547370911
1018,0.7247263789176941
1019,0.7171021699905396
1020,0.7304682731628418
1021,0.7394280433654785
1022,0.7027771472930908
1023,0.7506733536720276
1024,0.7251356244087219
1025,0.727165937423706
1026,0.6904642581939697
1027,0.7169583439826965
1028,0.7109799981117249
1029,0.6975888609886169
1030,0.712914764881134
1031,0.7046787142753601
1032,0.7601445317268372
1033,0.7327103614807129
1034,0.695328950881958
1035,0.7146267294883728
1036,0.6991473436355591
1037,0.6834024786949158
1038,0.6938379406929016
1039,0.7115811705589294
1040,0.7169548273086548
1041,0.7018045783042908
1042,0.6903165578842163
1043,0.736702024936676
1044,0.7018507719039917
1045,0.7325111031532288
1046,0.7101284265518188
1047,0.7387085556983948
1048,0.7066767811775208
1049,0.7048065662384033
1050,0.7087809443473816
1051,0.7085114121437073
1052,0.7127920985221863
1053,0.6938150525093079
1054,0.6934316754341125
1055,0.7184056043624878
1056,0.7196061015129089
1057,0.7289586663246155
1058,0.681678831577301
1059,0.6986116766929626
1060,0.6696597337722778
1061,0.7311906814575195
1062,0.6919407844543457
1063,0.6994041204452515
1064,0.7109848260879517
1065,0.6913442015647888
1066,0.7100234031677246
1067,0.7269389033317566
1068,0.6799009442329407
1069,0.6788186430931091
1070,0.6976150870323181
1071,0.7168250679969788
1072,0.6892773509025574
1073,0.725559651851654
1074,0.6861030459403992
1075,0.6792261004447937
1076,0.7074549794197083
1077,0.6973485946655273
1078,0.7050750851631165
1079,0.7366712093353271
1080,0.6915441751480103
1081,0.730034351348877
1082,0.7107176184654236
1083,0.6880103945732117
1084,0.7052468657493591
1085,0.6795849800109863
1086,0.6844167709350586
1087,0.7032874822616577
1088,0.6901887059211731
1089,0.6904724836349487
1090,0.6921688318252563
1091,0.702239453792572
1092,0.6884721517562866
1093,0.7136225700378418
1094,0.700675904750824
1095,0.703864574432373
1096,0.6925208568572998
1097,0.6857513785362244
1098,0.6905881762504578
1099,0.7160040736198425
1100,0.6578857898712158
1101,0.6870615482330322
1102,0.6782107353210449
1103,0.6657096743583679
1104,0.6595533490180969
1105,0.6930602788925171
1106,0.6922897696495056
1107,0.6860982775688171
1108,0.6818696856498718
1109,0.6617342233657837
1110,0.6565645337104797
1111,0.7161155939102173
1112,0.6836087107658386
1113,0.6879218816757202
1114,0.6912024617195129
1115,0.683711051940918
1116,0.6944563984870911
1117,0.6687784194946289
1118,0.6662939190864563
1119,0.6861757636070251
1120,0.6824135780334473
1121,0.6800476908683777
1122,0.6811750531196594
1123,0.6859567761421204
1124,0.7104899287223816
1125,0.6798001527786255
1126,0.6804234385490417
1127,0.6834043860435486
1128,0.706894040107727
1129,0.6804136037826538
1130,0.6939349174499512
1131,0.6739990711212158
1132,0.6717877388000488
1133,0.690106987953186
1134,0.6896379590034485
1135,0.6739882826805115
1136,0.6906447410583496
1137,0.673714816570282
1138,0.6838187575340271
1139,0.6692916750907898
1140,0.6589511632919312
1141,0.7076440453529358
1142,0.6692734956741333
1143,0.6808487176895142
1144,0.6727577447891235
1145,0.7038431167602539
1146,0.6853852272033691
1147,0.6918423175811768
1148,0.6622243523597717
1149,0.6938130259513855
1150,0.6809860467910767
1151,0.6868276596069336
1152,0.69742751121521
1153,0.6694298982620239
1154,0.650320291519165
1155,0.6732167601585388
1156,0.695400595664978
1157,0.6564924120903015
1158,0.66488116979599
1159,0.671885073184967
1160,0.6741995215415955
1161,0.698747456073761
1162,0.721986711025238
1163,0.6435568332672119
1164,0.6658165454864502
1165,0.6605913639068604
1166,0.6443634033203125
1167,0.6733129620552063
1168,0.6779029369354248
1169,0.6734210848808289
1170,0.6565771698951721
1171,0.6494280099868774
1172,0.6453909277915955
1173,0.6741209030151367
1174,0.6697676181793213
1175,0.6506910920143127
1176,0.6612992286682129
1177,0.6618618369102478
1178,0.6725392937660217
1179,0.6762304306030273
1180,0.6439862847328186
1181,0.6709453463554382
1182,0.6571092009544373
1183,0.6736698150634766
1184,0.6842145323753357
1185,0.6910942792892456
1186,0.6425707936286926
1187,0.6675018668174744
1188,0.654167652130127
1189,0.6613696217536926
1190,0.6329870223999023
1191,0.674377977848053
1192,0.6644253134727478
1193,0.6434695720672607
1194,0.6411847472190857
1195,0.6489962339401245
1196,0.6518501043319702
1197,0.655990481376648
1198,0.6534078121185303
1199,0.6738218665122986
1200,0.6435608863830566
1201,0.6590927839279175
1202,0.6523200869560242
1203,0.6848925352096558
1204,0.6490967273712158
1205,0.6435322761535645
1206,0.6479671597480774
1207,0.661754846572876
1208,0.6380195617675781
1209,0.6385129690170288
1210,0.6661592721939087
1211,0.6708369851112366
1212,0.6551075577735901
1213,0.6479200124740601
1214,0.6772683262825012
1215,0.6341323256492615
1216,0.6463966369628906
1217,0.6602279543876648
1218,0.6715615391731262
1219,0.6551689505577087
1220,0.6386734843254089
1221,0.6447434425354004
1222,0.64790278673172
1223,0.6601206064224243
1224,0.6744311451911926
1225,0.6514611840248108
1226,0.620893120765686
1227,0.6381199955940247
1228,0.6631760001182556
1229,0.6297664642333984
1230,0.6466266512870789
1231,0.6606379747390747
1232,0.6380040645599365
1233,0.6600016951560974
1234,0.6329483389854431
1235,0.6272153258323669
1236,0.6474213004112244
1237,0.6325668692588806
1238,0.6418614983558655
1239,0.6229758262634277
1240,0.654624879360199
1241,0.6471359133720398
1242,0.623475968837738
1243,0.6088157892227173
1244,0.6432924270629883
1245,0.6558123230934143
1246,0.6369117498397827
1247,0.6145070195198059
1248,0.6528184413909912
1249,0.6286685466766357
1250,0.6494100093841553
1251,0.632871150970459
1252,0.6240339279174805
1253,0.6393156051635742
1254,0.6538103818893433
1255,0.6482354998588562
1256,0.6329089403152466
1257,0.6276848316192627
1258,0.6376963257789612
1259,0.6319963932037354
1260,0.5962958335876465
1261,0.6357355117797852
1262,0.6378535628318787
1263,0.5910214781761169
1264,0.6125105023384094
