UserID,usuario_id_crp
235,556931
236,316692
237,701854
238,664416
239,712620
240,659749
241,336703
242,652231
243,498717
244,694252
245,685705
246,718324
247,722027
248,209231
249,722135
250,444096
251,680587
252,147321
253,185891
254,723387
255,723598
256,575686
257,707863
258,699120
259,613684
260,698991
261,380029
262,427747
263,76229
264,51493
265,724295
266,694311
267,721916
268,705230
269,584897
270,60256
271,699428
272,696555
273,727827
274,40031
275,490330
276,728410
277,102896
278,729159
279,715929
280,729270
281,729718
282,689057
283,555134
284,458473
285,695029
286,730234
287,730288
288,628788
289,457285
290,730895
291,731033
292,731075
293,228218
294,10698
295,731248
296,730247
297,692963
298,605145
299,358534
300,729157
301,731989
302,480084
303,464747
304,610250
305,329919
306,99962
307,53027
308,733157
309,332605
310,579887
311,532282
312,32937
313,729753
314,296009
315,629534
316,308791
317,75932
318,524987
319,734819
320,416104
321,734885
322,205466
323,135524
324,735049
325,735126
326,522013
327,735105
328,488946
329,270978
330,732187
331,736107
332,62035
333,734646
334,552530
335,699002
336,260599
337,109569
338,733610
339,116649
340,736578
341,159960
342,692482
343,736304
344,737633
345,663736
346,114718
347,661764
348,526591
349,473685
350,738990
351,66954
352,133917
353,478447
354,699822
355,622256
356,533988
357,739552
358,739577
359,739672
360,44216
361,730218
362,740124
363,233720
364,740477
365,395908
366,561727
367,735147
368,729089
369,595788
370,740031
371,9675
372,718502
373,110241
374,741576
375,312427
376,320392
377,119101
378,732711
379,289209
380,742351
381,697220
382,723212
383,742582
384,49127
385,736252
386,525918
387,743062
388,183580
389,371194
390,9448
391,743394
392,329088
393,743461
394,738913
395,743672
396,743735
397,41338
398,743864
399,12551
400,727488
401,736983
402,478962
403,745184
404,155115
405,745245
406,744106
407,745383
408,29871
409,745375
410,515369
411,676603
412,418857
413,734456
414,745538
415,736257
416,739216
417,746743
418,741444
419,672606
420,747520
421,747532
422,747753
423,741726
424,522205
425,363662
426,748232
427,742756
428,112263
429,677643
430,327999
431,179170
432,681945
433,700574
434,748986
435,510420
436,151233
437,749828
438,749083
439,96532
440,749940
441,742435
442,741724
443,748071
444,292875
445,748564
446,750314
447,236199
448,433727
449,394059
450,750070
451,748983
452,53904
453,746295
454,748991
455,736104
456,124666
457,740458
458,106664
459,739745
460,746118
461,744678
462,325423
463,751202
464,366581
465,752140
466,752214
467,752218
468,752655
469,708609
470,672320
471,497313
472,752914
473,752706
474,325443
475,9895
476,725930
477,77452
478,731334
479,3224
480,382354
481,505549
482,752283
483,397988
484,754611
485,191271
486,754260
487,568520
488,56197
489,716056
490,225539
491,483121
492,513265
493,295674
494,331612
495,743962
496,743699
497,755749
498,717071
499,756316
500,109110
501,752601
502,754764
503,756717
504,102238
505,329716
506,755845
507,750228
508,729977
509,575267
510,188518
511,753632
512,757161
513,132578
514,757280
515,740908
516,757448
517,757457
518,625938
519,758043
520,666656
521,529077
522,759095
523,735966
524,759367
525,759432
526,604626
527,634676
528,759503
529,759447
530,748717
531,218111
532,54944
533,634788
534,245968
535,69775
536,750282
537,759938
538,760039
539,735194
540,234120
541,760340
542,760425
543,760576
544,704326
545,752967
546,161300
547,759623
548,756583
549,739241
550,737945
551,761790
552,1064
553,122417
554,539129
555,752006
556,761903
557,96086
558,756535
559,743612
560,759790
561,423849
562,326655
563,474310
564,762168
565,745894
566,762242
567,643508
568,272610
569,501218
570,677992
571,754751
572,756483
573,762723
574,488530
575,300006
576,556792
577,414447
578,751425
579,743479
580,733244
581,741906
582,763886
583,763199
584,763986
585,287498
586,504093
587,603583
588,745182
589,15233
590,764202
591,764035
592,759944
593,138753
594,323522
595,513306
596,764384
597,714053
598,764749
599,689616
600,613503
601,269732
602,765005
603,765276
604,737767
605,739128
606,8742
607,319983
608,765621
609,760538
610,6266
611,765326
612,743432
613,766439
614,201856
615,766073
616,765954
617,766779
618,271399
619,45437
620,373931
621,201501
622,23342
623,767286
624,603045
625,244732
626,765949
627,328960
628,740922
629,657952
630,767570
631,767598
632,765503
633,767757
634,694540
635,735011
636,734821
637,747908
638,768036
639,736223
640,768142
641,766909
642,743116
643,520164
644,769150
645,769282
646,733212
647,769445
648,503851
649,423470
650,739062
651,619978
652,769777
653,122340
654,765161
655,760089
656,726614
657,770233
658,770232
659,8873
660,770309
661,748137
662,500018
663,239368
664,668958
665,771499
666,503080
667,771596
668,770728
669,145565
670,629669
671,553304
672,743251
673,770427
674,771920
675,747675
676,769679
677,772692
678,321141
679,772869
680,773033
681,773210
682,774460
683,293471
684,774723
685,774630
686,53652
687,774807
688,774834
689,774931
690,773719
691,775196
692,688882
693,337899
694,775347
695,368627
696,775901
697,776041
698,447471
699,776276
700,776459
701,235858
702,776561
703,776691
704,760504
705,10454
706,777601
707,339809
708,526935
709,750450
710,747978
711,733132
712,777066
713,777586
714,777924
715,745205
716,268306
717,777973
718,774653
719,778170
720,778048
721,748524
722,749880
723,671134
724,760465
725,778498
726,201527
727,245536
728,778603
729,78241
730,778004
731,10833
732,81764
733,743109
734,302876
735,778843
736,253580
737,521114
738,618049
739,426729
740,779370
741,775662
742,775280
743,213675
744,765239
745,206670
746,742717
747,85203
748,764153
749,734108
750,263075
751,778636
752,502831
753,128763
754,765019
755,132684
756,712054
757,329
758,781880
759,781853
760,17148
761,782061
762,8955
763,781849
764,782543
765,352282
766,361807
767,782608
768,782711
769,699722
770,760551
771,518685
772,779184
773,46672
774,726956
775,693757
776,698566
777,782058
778,760402
779,739068
780,771806
781,45422
782,763987
783,759493
784,394494
785,750020
786,780866
787,711553
788,784106
789,771938
790,778607
791,757040
792,782018
793,784797
794,700868
795,77689
796,229953
797,785122
798,550506
799,750668
800,785314
801,785275
802,785414
803,770625
804,463003
805,499266
806,785812
807,54043
808,786401
809,404902
810,268955
811,786701
812,751074
813,779545
814,775200
815,637744
816,764154
817,760477
818,700092
819,787284
820,786885
821,498650
822,787270
823,787424
824,783836
825,743974
826,787646
827,321398
828,319451
829,657431
830,788246
831,788292
832,788423
833,26686
834,765696
835,771560
836,778708
837,789478
838,757470
839,761660
840,369785
841,427593
842,68053
843,755468
844,206561
845,772698
846,276203
847,789385
848,782824
849,516483
850,790441
851,790208
852,450503
853,756599
854,791925
855,774910
856,792125
857,775466
858,40603
859,792237
860,758585
861,591347
862,8717
863,754623
864,30248
865,113392
866,792714
867,751693
868,792901
869,566553
870,299188
871,338776
872,729920
873,425728
874,642465
875,750387
876,87536
877,782409
878,751607
879,774786
880,285922
881,755754
882,576792
883,794623
884,495827
885,794657
886,557003
887,541922
888,794814
889,795051
890,793826
891,730383
892,795713
893,612214
894,785044
895,686185
896,796374
897,778723
898,789459
899,60702
900,284574
901,750476
902,794928
903,797098
904,787375
905,797290
906,797366
907,762462
908,797833
909,798061
910,354698
911,322435
912,798428
913,460878
914,601003
915,5267
916,592627
917,127636
918,799744
919,799777
920,798801
921,265364
922,800078
923,785838
924,800062
925,72352
926,767429
927,800236
928,797804
929,762869
930,544513
931,123597
932,772436
933,518971
934,800652
935,800721
936,493726
937,755755
938,704733
939,754878
940,332101
941,741380
942,734499
943,172969
944,783102
945,801187
946,785381
947,767988
948,769832
949,9488
950,10397
951,802270
952,2507
953,802413
954,802474
955,535916
956,802425
957,762738
958,784311
959,175746
960,10957
961,127712
962,772481
963,750230
964,779917
965,787028
966,803337
967,803431
968,803392
969,176527
970,803517
971,750562
972,803885
973,803972
974,802557
975,688497
976,804627
977,797126
978,741281
979,779095
980,742612
981,805370
982,792154
983,805239
984,102847
985,747893
986,742664
987,800694
988,803963
989,568314
990,501037
991,761120
992,801501
993,806413
994,328343
995,807348
996,772827
997,769703
998,800173
999,797549
1000,807789
1001,801397
1002,808047
1003,465260
1004,793003
1005,548644
1006,775974
1007,509571
1008,25118
1009,520135
1010,108853
1011,809703
1012,809730
1013,809811
1014,778307
1015,767314
1016,590966
1017,791115
1018,300148
1019,677589
1020,295864
1021,766863
1022,775024
1023,737036
1024,811361
1025,728564
1026,553847
1027,745861
1028,807509
1029,732624
1030,769422
1031,812101
1032,732171
1033,755507
1034,272551
1035,800426
1036,772624
1037,809247
1038,784515
1039,742832
1040,799856
1041,481028
1042,812337
1043,23953
1044,664656
1045,799878
1046,738245
1047,90858
1048,808589
1049,791483
1050,680272
1051,261377
1052,774714
1053,786707
1054,747948
1055,674509
1056,771947
1057,814220
1058,774327
1059,784320
1060,814338
1061,798200
1062,814407
1063,807667
1064,69306
1065,340424
1066,814703
1067,761653
1068,792982
1069,649549
1070,815254
1071,805898
1072,50690
1073,684136
1074,739108
1075,683917
1076,799905
1077,792304
1078,759970
1079,768655
1080,540134
1081,63822
1082,578308
1083,816796
1084,807478
1085,738898
1086,816925
1087,817026
1088,817060
1089,433838
1090,808675
1091,812411
1092,817428
1093,350774
1094,733410
1095,817676
1096,817692
1097,807899
1098,817878
1099,818644
1100,818931
1101,774809
1102,352502
1103,819250
1104,756802
1105,494987
1106,746938
1107,735706
1108,286146
1109,707772
1110,803417
1111,774095
1112,22
1113,807408
1114,802965
1115,819988
1116,820099
1117,820224
1118,820246
1119,9274
1120,816597
1121,54076
1122,780961
1123,821350
1124,821194
1125,800016
1126,580932
1127,747943
1128,764583
1129,161686
1130,767687
1131,313050
1132,767181
1133,54669
1134,272523
1135,822180
1136,322310
1137,822335
1138,784026
1139,782826
1140,822451
1141,768511
1142,789737
1143,759177
1144,811034
1145,763979
1146,823852
1147,722459
1148,784394
1149,823952
1150,608287
1151,99648
1152,808045
1153,775470
1154,824658
1155,240048
1156,735711
1157,515199
1158,604765
1159,809823
1160,812084
1161,42910
1162,785750
1163,8817
1164,794339
1165,825937
1166,826202
1167,807996
1168,826316
1169,822038
1170,344326
1171,507018
1172,826505
1173,826759
1174,826519
1175,187687
1176,738602
1177,810642
1178,738707
1179,804510
1180,758096
1181,827390
1182,818492
1183,731953
1184,735117
1185,326382
1186,739545
1187,828975
1188,45124
1189,819976
1190,823067
1191,766780
1192,450079
1193,741987
1194,827134
1195,829373
1196,789673
1197,696833
1198,810485
1199,663045
1200,259268
1201,830485
1202,766828
1203,531368
1204,830550
1205,387074
1206,830630
1207,719204
1208,682410
1209,539803
1210,830835
1211,797170
1212,743030
1213,830929
1214,726844
1215,785779
1216,798496
1217,831058
1218,829225
1219,791431
1220,557862
1221,768426
1222,539070
1223,511173
1224,831162
1225,816672
1226,830623
1227,771487
1228,796941
1229,812911
1230,831566
1231,784262
1232,788000
1233,775416
1234,776162
1235,360330
1236,302213
1237,774282
1238,788400
1239,76074
1240,736408
1241,668781
1242,480645
1243,834998
1244,835079
1245,803209
1246,782220
1247,233006
1248,733398
1249,653688
1250,795036
1251,509414
1252,759388
1253,358393
1254,830655
1255,798619
1256,803888
1257,836016
1258,832751
1259,836089
1260,790947
1261,597264
1262,815308
1263,836345
1264,754427
1265,635329
1266,722465
1267,475797
1268,678890
1269,740924
1270,837154
1271,796813
1272,730146
1273,766812
1274,502015
1275,778081
1276,781821
1277,143556
1278,838587
1279,794908
1280,762146
1281,838659
1282,480777
1283,783755
1284,221972
1285,836681
1286,817064
1287,752112
1288,839226
1289,831697
1290,202008
1291,823896
1292,781077
1293,765650
1294,79359
1295,813225
1296,776673
1297,777595
1298,739064
1299,841930
1300,309281
1301,842901
1302,786813
1303,301227
1304,821063
1305,757012
1306,788034
1307,825726
1308,842393
1309,670672
1310,693067
1311,841327
1312,746649
1313,805631
1314,322511
1315,229662
1316,786932
1317,44787
1318,794722
1319,442452
1320,784750
1321,605093
1322,845292
1323,67355
1324,732459
1325,840484
1326,846020
1327,846223
1328,775214
1329,627442
1330,690839
1331,759919
1332,828220
1333,672660
1334,812457
1335,789556
1336,835962
1337,777856
1338,310341
1339,798033
1340,10163
1341,848832
1342,831290
1343,839738
1344,784954
1345,843582
1346,790014
1347,774903
1348,762568
1349,831177
1350,847142
1351,769146
1352,715627
1353,826818
1354,204555
1355,760633
1356,740064
1357,561567
1358,673347
1359,850065
1360,826753
1361,769354
1362,589893
1363,830388
1364,840394
1365,537535
1366,362980
1367,827973
1368,232756
1369,852161
1370,778415
1371,852225
1372,323166
1373,216090
1374,649111
1375,792765
1376,782708
1377,852449
1378,804123
1379,783212
1380,800424
1381,516392
1382,155221
1383,852833
1384,528365
1385,816380
1386,585626
1387,745527
1388,806301
1389,739608
1390,666702
1391,842171
1392,175150
1393,816745
1394,854041
1395,802758
1396,774068
1397,775180
1398,762130
1399,854574
1400,714694
1401,827819
1402,853587
1403,101927
1404,806387
1405,110898
1406,620816
1407,136645
1408,855009
1409,842559
1410,848106
1411,433536
1412,776199
1413,855235
1414,814153
1415,725945
1416,179888
1417,855494
1418,855895
1419,127775
1420,780804
1421,497736
1422,856434
1423,273945
1424,765519
1425,856569
1426,817560
1427,856883
1428,769986
1429,767602
1430,855476
1431,546221
1432,840936
1433,235951
1434,184064
1435,671767
1436,856341
1437,774822
1438,71992
1439,510494
1440,857835
1441,662652
1442,856307
1443,840201
1444,857885
1445,846744
1446,800608
1447,841772
1448,784820
1449,420963
1450,10832
1451,70417
1452,837840
1453,436842
1454,858418
1455,858419
1456,854932
1457,856248
1458,858527
1459,838318
1460,514610
1461,769600
1462,585981
1463,288145
1464,484890
1465,772029
1466,376391
1467,859162
1468,317732
1469,601220
1470,763171
1471,716075
1472,839267
1473,692995
1474,438636
1475,823448
1476,860673
1477,785989
1478,823721
1479,861052
1480,123329
1481,756878
1482,801873
1483,862695
1484,783855
1485,314713
1486,818550
1487,848475
1488,861788
1489,589337
1490,100289
1491,784369
1492,814267
1493,863472
1494,863811
1495,864071
1496,76072
1497,9994
1498,864141
1499,210553
1500,828471
1501,4351
1502,338686
1503,400976
1504,349704
1505,96687
1506,9369
1507,750040
1508,865494
1509,710748
1510,562728
1511,760412
1512,117178
1513,10141
1514,480780
1515,763497
1516,131650
1517,311548
1518,812075
1519,866178
1520,770568
1521,826656
1522,664108
1523,682011
1524,866375
1525,745618
1526,786703
1527,414797
1528,864599
1529,364286
1530,676884
1531,862800
1532,838588
1533,868083
1534,757218
1535,868074
1536,158
1537,795462
1538,765308
1539,730592
1540,721237
1541,868723
1542,866182
1543,869546
1544,801569
1545,215346
1546,673696
1547,792276
1548,869928
1549,870116
1550,869983
1551,384026
1552,481733
1553,763899
1554,780753
1555,870368
1556,863112
1557,870473
1558,239628
1559,870393
1560,448124
1561,757083
1562,870691
1563,870438
1564,391810
1565,728878
1566,871902
1567,651256
1568,735924
1569,567953
1570,615981
1571,812093
1572,872470
1573,252749
1574,872146
1575,507218
1576,872611
1577,669501
1578,863220
1579,866103
1580,502448
1581,852146
1582,872989
1583,873044
1584,49069
1585,873014
1586,799835
1587,873361
1588,761613
1589,760018
1590,353552
1591,870787
1592,784071
1593,236891
1594,773435
1595,873723
1596,746352
1597,874001
1598,818063
1599,875086
1600,854880
1601,779169
1602,875011
1603,767091
1604,752099
1605,853436
1606,756721
1607,793725
1608,876360
1609,845258
1610,876456
1611,870649
1612,830702
1613,61217
1614,784564
1615,828476
1616,748666
1617,863064
1618,713444
1619,871207
1620,735817
1621,387363
1622,878286
1623,873447
1624,862724
1625,367900
1626,876721
1627,749353
1628,562587
1629,668520
1630,878918
1631,807303
1632,767840
1633,879024
1634,717009
1635,876244
1636,735085
1637,796054
1638,605691
1639,764550
1640,866324
1641,784263
1642,762651
1643,873905
1644,852580
1645,803232
1646,838459
1647,767467
1648,880285
1649,652276
1650,864003
1651,620780
1652,871328
1653,297547
1654,870505
1655,120370
1656,135616
1657,737473
1658,778016
1659,692380
1660,775110
1661,833218
1662,790600
1663,112485
1664,489168
1665,769451
1666,882542
1667,589152
1668,503126
1669,767347
1670,882895
1671,883027
1672,883091
1673,88486
1674,883233
1675,883073
1676,867792
1677,829017
1678,720931
1679,820159
1680,884024
1681,883944
1682,755496
1683,462227
1684,795570
1685,172921
1686,749611
1687,682005
1688,666290
1689,803074
1690,596368
1691,294517
1692,468230
1693,869491
1694,885777
1695,884625
1696,885827
1697,885904
1698,869382
1699,818365
1700,872495
1701,886174
1702,863557
1703,886295
1704,886451
1705,607927
1706,801437
1707,886500
1708,750281
1709,760656
1710,886791
1711,317114
1712,810691
1713,886935
1714,350745
1715,794772
1716,29326
1717,322399
1718,887289
1719,817993
1720,876428
1721,740098
1722,828197
1723,392863
1724,888439
1725,888880
1726,759345
1727,888890
1728,757410
1729,887732
1730,807520
1731,888847
1732,833870
1733,99032
1734,180842
1735,889109
1736,346684
1737,117192
1738,798879
1739,889428
1740,883630
1741,869868
1742,775255
1743,870378
1744,889918
1745,733522
1746,785354
1747,890221
1748,784907
1749,777711
1750,801305
1751,105273
1752,560199
1753,891706
1754,889265
1755,771408
1756,734948
1757,285031
1758,851450
1759,892017
1760,774656
1761,723012
1762,760233
1763,877546
1764,715941
1765,870566
1766,817928
1767,892270
1768,880831
1769,756685
1770,877028
1771,886909
1772,890407
1773,310820
1774,892806
1775,792715
1776,873719
1777,868447
1778,845958
1779,264647
1780,767423
1781,837596
1782,893211
1783,893277
1784,740752
1785,864856
1786,279293
1787,880752
1788,309289
1789,760735
1790,798889
1791,894448
1792,876529
1793,790102
1794,514371
1795,873808
1796,352449
1797,814001
1798,894833
1799,65018
1800,119917
1801,875213
1802,892300
1803,772217
1804,895247
1805,495726
1806,791125
1807,762167
1808,817259
1809,895742
1810,895170
1811,350138
1812,794755
1813,884240
1814,889264
1815,730236
1816,896362
1817,896393
1818,657146
1819,873980
1820,844429
1821,896690
1822,897559
1823,897671
1824,480970
1825,774433
1826,185373
1827,896828
1828,792067
1829,129160
1830,750111
1831,839344
1832,755648
1833,896163
1834,898148
1835,819555
1836,898353
1837,896874
1838,188150
1839,300011
1840,268243
1841,898890
1842,746259
1843,885677
1844,762912
1845,815456
1846,852340
1847,660200
1848,880500
1849,763278
1850,9801
1851,824907
1852,778172
1853,750195
1854,492014
1855,145529
1856,798642
1857,786729
1858,772255
1859,900528
1860,586900
1861,900514
1862,649873
1863,236463
1864,874104
1865,835557
1866,488550
1867,874206
1868,856659
1869,901133
1870,635116
1871,899578
1872,541836
1873,867610
1874,510089
1875,729291
1876,901449
1877,862923
1878,684737
1879,901593
1880,815521
1881,901873
1882,124100
1883,805949
1884,810437
1885,781588
1886,382089
1887,819686
1888,772956
1889,862781
1890,819393
1891,903258
1892,814498
1893,903318
1894,656326
1895,784472
1896,903557
1897,187416
1898,872308
1899,870195
1900,816942
1901,312245
1902,9166
1903,903947
1904,902288
1905,515650
1906,897544
1907,588429
1908,882382
1909,904425
1910,904477
1911,769173
1912,814442
1913,775899
1914,743257
1915,865547
1916,775278
1917,890344
1918,875301
1919,892627
1920,872096
1921,78949
1922,618831
1923,831958
1924,906418
1925,73412
1926,767338
1927,844109
1928,773290
1929,785568
1930,824073
1931,869860
1932,907007
1933,675536
1934,814618
1935,907219
1936,899204
1937,907358
1938,907534
1939,566153
1940,907848
1941,874066
1942,155294
1943,818484
1944,906462
1945,877795
1946,908775
1947,906459
1948,886149
1949,907053
1950,908873
1951,908962
1952,706475
1953,545890
1954,885730
1955,757429
1956,887690
1957,737672
1958,909115
1959,754556
1960,843198
1961,885971
1962,893453
1963,637050
1964,830342
1965,690563
1966,890142
1967,798116
1968,901060
1969,910346
1970,765826
1971,911118
1972,9736
1973,796301
1974,775230
1975,911734
1976,757493
1977,862110
1978,911886
1979,842962
1980,908890
1981,903960
1982,129091
1983,912112
1984,628116
1985,912259
1986,912299
1987,796770
1988,814598
1989,816908
1990,687247
1991,764106
1992,760293
1993,912705
1994,762980
1995,862718
1996,160948
1997,896829
1998,750278
1999,773699
2000,912571
2001,754750
2002,870629
2003,913451
2004,868427
2005,792367
2006,787935
2007,787188
2008,842452
2009,851425
2010,894598
2011,485100
2012,734614
2013,914067
2014,914718
2015,29408
2016,849212
2017,59285
2018,801216
2019,914423
2020,914877
2021,888755
2022,915179
2023,737296
2024,903174
2025,913266
2026,80953
2027,159732
2028,914824
2029,915689
2030,915199
2031,775699
2032,835408
2033,877241
2034,766709
2035,840281
2036,908478
2037,750255
2038,787017
2039,784037
2040,742616
2041,783115
2042,805020
2043,917440
2044,875882
2045,734990
2046,895805
2047,773856
2048,810839
2049,253573
2050,793862
2051,899686
2052,475682
2053,889563
2054,631304
2055,886223
2056,389850
2057,682466
2058,583407
2059,760533
2060,918945
2061,763242
2062,731005
2063,905895
2064,706038
2065,916326
2066,893747
2067,889711
2068,919630
2069,769068
2070,912852
2071,724992
2072,879462
2073,231257
2074,921001
2075,772316
2076,872213
2077,665431
2078,921441
2079,495890
2080,775385
2081,919316
2082,918600
2083,770082
2084,9109
2085,533884
2086,920526
2087,138541
2088,911995
2089,899824
2090,915214
2091,787923
2092,924398
2093,882939
2094,334352
2095,779688
2096,873786
2097,904349
2098,877397
2099,920754
2100,797376
2101,806676
2102,778404
2103,772042
2104,854631
2105,375301
2106,62493
2107,27713
2108,276022
2109,927197
2110,803348
2111,551868
2112,739957
2113,927365
2114,928158
2115,849094
2116,826074
2117,928431
2118,926376
2119,559914
2120,928490
2121,762334
2122,929162
2123,760783
2124,929278
2125,816813
2126,898650
2127,873185
2128,649135
2129,929340
2130,757781
2131,930485
2132,800055
2133,923771
2134,589790
2135,919111
2136,930813
2137,864361
2138,930940
2139,907150
2140,903611
2141,878319
2142,751657
2143,891799
2144,931280
2145,851997
2146,90599
2147,849373
2148,907550
2149,787862
2150,775170
2151,10221
2152,835494
2153,751686
2154,463481
2155,525519
2156,490447
2157,662613
2158,752130
2159,742987
2160,875309
2161,743902
2162,797167
2163,535917
2164,757344
2165,894910
2166,107415
2167,933180
2168,835996
2169,311351
2170,934036
2171,317057
2172,653213
2173,526798
2174,750166
2175,771832
2176,849507
2177,934488
2178,934476
2179,104575
2180,732058
2181,934772
2182,740394
2183,932011
2184,750258
2185,780945
2186,935955
2187,761835
2188,896131
2189,868127
2190,936428
2191,936366
2192,526858
2193,283381
2194,854906
2195,782025
2196,936577
2197,230032
2198,884380
2199,898606
2200,742395
2201,915311
2202,936966
2203,816540
2204,936957
2205,791261
2206,664278
2207,189818
2208,228261
2209,900462
2210,937633
2211,887457
2212,937988
2213,938687
2214,938527
2215,937851
2216,937752
2217,785636
2218,914322
2219,447599
2220,939035
2221,939299
2222,778096
2223,937253
2224,566441
2225,782270
2226,890127
2227,731888
2228,939752
2229,515557
2230,766725
2231,666825
2232,774716
2233,940248
2234,634384
2235,148102
2236,730739
2237,879627
2238,802379
2239,941260
2240,910324
2241,932138
2242,741194
2243,803875
2244,649810
2245,852101
2246,942628
2247,912316
2248,491356
2249,942756
2250,855752
2251,942860
2252,867720
2253,336037
2254,943353
2255,766346
2256,943286
2257,788238
2258,607478
2259,931791
2260,943852
2261,915774
2262,752278
2263,676478
2264,944093
2265,944259
2266,943836
2267,604711
2268,885531
2269,765876
2270,817106
2271,543259
2272,855080
2273,945438
2274,872463
2275,800734
2276,771857
2277,599159
2278,932345
2279,658029
2280,333072
2281,696463
2282,867680
2283,943165
2284,771980
2285,62185
2286,946289
2287,534032
2288,819723
2289,946488
2290,787121
2291,943135
2292,883894
2293,228305
2294,233285
2295,885772
2296,856037
2297,730106
2298,946678
2299,910672
2300,947279
2301,947570
2302,10764
2303,923899
2304,914773
2305,947937
2306,936153
2307,765123
2308,374068
2309,812125
2310,531069
2311,948155
2312,860707
2313,363684
2314,776567
2315,854663
2316,906789
2317,898052
2318,792656
2319,821733
2320,741307
2321,847245
2322,799680
2323,950816
2324,676567
2325,809490
2326,952158
2327,4296
2328,943421
2329,838234
2330,664798
2331,953647
2332,882548
2333,917760
2334,885884
2335,954046
2336,954117
2337,73663
2338,807865
2339,954372
2340,887035
2341,954455
2342,839422
2343,933846
2344,954714
2345,387994
2346,954838
2347,954944
2348,109285
2349,954389
2350,955138
2351,752149
2352,955681
2353,414837
2354,306789
2355,937810
2356,857468
2357,35714
2358,816432
2359,293338
2360,906135
2361,956602
2362,953289
2363,907955
2364,333378
2365,936011
2366,882846
2367,897569
2368,909537
2369,174746
2370,54785
2371,957861
2372,957828
2373,779191
2374,109467
2375,675041
2376,634523
2377,958144
2378,70498
2379,537901
2380,884096
2381,958564
2382,484715
2383,955022
2384,60383
2385,925872
2386,958481
2387,941917
2388,895187
2389,915364
2390,671129
2391,946987
2392,526065
2393,5849
2394,754286
2395,959162
2396,290808
2397,957694
2398,952772
2399,958789
2400,776580
2401,907350
2402,955168
2403,883403
2404,332505
2405,442368
2406,761637
2407,960590
2408,752366
2409,960782
2410,743504
2411,899624
2412,863940
2413,960079
2414,797318
2415,951659
2416,897860
2417,762897
2418,959169
2419,926813
2420,876916
2421,544655
2422,100561
2423,936923
2424,865524
2425,674606
2426,889281
2427,892501
2428,929398
2429,304505
2430,961837
2431,953632
2432,99904
2433,9032
2434,962165
2435,873404
2436,918134
2437,743370
2438,26338
2439,318007
2440,962985
2441,9246
2442,809223
2443,755663
2444,962130
2445,795426
2446,963874
2447,962723
2448,890665
2449,91257
2450,277447
2451,954588
2452,836238
2453,738289
2454,964344
2455,910036
2456,886130
2457,959602
2458,522783
2459,964745
2460,578958
2461,297326
2462,325823
2463,775622
2464,628357
2465,488366
2466,946918
2467,767226
2468,960707
2469,742571
2470,966144
2471,743149
2472,966408
2473,952940
2474,966669
2475,849086
2476,535775
2477,155528
2478,665099
2479,98286
2480,886537
2481,955744
2482,805493
2483,967567
2484,728920
2485,967949
2486,861767
2487,930833
2488,968185
2489,954679
2490,331128
2491,682505
2492,904783
2493,54638
2494,831280
2495,905763
2496,969735
